,Localisation
 c_angermanland,"1 ""Ångermanland"""
 b_solatumum,"""Solatumum"""
 b_sioboradh,"""Sioboradh"""
 b_neteru,"""Neteru"""
 b_grundasund,"""Grundasund"""
 d_gotland,"""Visby"""
 c_gutland,"1 ""Gotland"""
 b_wysbu,"1 ""Visby"""
 b_garna,"""Garnä"""
 b_burss,"""Burss"""
 b_faroo,"""Faröö"""
 k_sapmi,"""Sápmi"""
 d_aarjetje,"""Åarjetje"""
 c_jahkamakke,"""Jåhkåmåhkke"""
 b_jahkamakke,"""Jåhkåmåhkke"""
 b_sirkas,"""Sirkas"""
 b_tuorpon,"""Tuorpon"""
 b_tingevara,"""Tingevara"""
 c_sjeltie,"""Sjeltie"""
 b_sjeltie,"""Sjeltie"""
 b_gaaltoe,"""Gåaltoe"""
 b_vualtjere,"""Vualtjere"""
 c_ubmejeiednuo,"""Ubmejeiednuo"""
 b_ubmeje,"""Ubmeje"""
 b_uddjaur,"""Uddjaur"""
 b_lusspie,"""Lusspie"""
 c_biton,"""Biton"""
 b_biton,"""Biton"""
 b_arviesjavrrie,"""Árviesjávrrie"""
 b_luokta,"""Luokta"""
 b_arjepluovve,"""Árjepluovve"""
 c_lais,"""Lais"""
 b_lais,"""Lais"""
 b_semisjaur,"""Semisjaur"""
 c_julevadno,"""Julevädno"""
 b_julevu,"""Julevu"""
 b_galaseatnu,"""Gáláseatnu"""
 b_sjokksjokk,"""Sjokksjokk"""
 d_duortnoseatnu,"""Duortnoseatnu"""
 c_siggevara,"""Siggevara"""
 b_siggevara,"""Siggevara"""
 b_duortnus,"""Duortnus"""
 b_kittal,"""Kittal"""
 b_suondavara,"""Soundavara"""
 c_rounala,"""Rounala"""
 b_rounala,"""Rounala"""
 b_guovdageaidnu,"""Guovdageaidnu"""
 b_iesjavri,"""Iešjávri"""
 c_karasjohka,"""Kárášjohka"""
 b_karasjohka,"""Kárášjohka"""
 b_aviovara,"""Aviovara"""
 b_laggujakka,"""Laggujåkka"""
 b_ohcejohka,"""Ohcejohka"""
 d_giemajohka,"""Giemajohka"""
 c_aanaarjavri,"""Aanaarjävri"""
 b_aanaarjavri,"""Aanaarjävri"""
 b_peldojavri,"""Peldojävri"""
 b_suadigil,"""Suádigil"""
 c_sombio,"""Sombio"""
 b_sombio,"""Sombio"""
 b_kemijavri,"""Kemijävri"""
 b_koulajavri,"""Koulajävri"""
 c_kitka,"""Kitka"""
 b_kitka,"""Kitka"""
 b_giempa,"""Giempa"""
 b_iijoki,"""Iijoki"""
 b_maanselka,"""Maanselkä"""
 d_guoldat,"""Guoládat"""
 c_west_kiilt,"""West Kiilt"""
 b_kiilt,"""Kiilt"""
 b_koardegk,"""Koardegk"""
 b_maselk,"""Masel'k"""
 c_peaccam,"""Peäccam"""
 b_peaccam,"""Peäccam"""
 b_suonnjel,"""Suo 'nnjel"""
 b_muetkk,"""Mue'tkk"""
 b_nuottjaurr,"""Nuõ'ttjäu'rr"""
 c_akkel,"""Akkel"""
 b_akkel,"""Akkel"""
 b_cukksual,"""Ču'kksuâl"""
 b_saarvesjaurr,"""Sââ'rvesjäu'rr"""
 c_east_kiilt,"""East Kiilt"""
 b_lujavvr,"""Lujavv'r"""
 b_lejjavvr,"""Lejjavv'r"""
 b_arsjogk,"""Arsjogk"""
 c_jovvkuj,"""Jovvkuj"""
 b_jovvkuj,"""Jovvkuj"""
 b_guoddemjavvr,"""Guoddemjavv'r"""
 b_kintus,"""Kintuš"""
 b_penne,"""P'enne"""
 b_sosnevke,"""Sosnevke"""
 c_koutajoki,"""Koutajoki"""
 b_koutajoki,"""Koutajoki"""
 b_tiiksjarvi,"""Tiiksjärvi"""
 k_denmark,"""Denmark"""
 d_sjaelland,"""Sjælland"""
 c_sjaelland,"""Sjaelland"""
 b_roskilde,"""Roskilde"""
 b_helsingora,"""Helsingora"""
 b_hafn,"""Hafn"""
 b_naestved,"""Næstved"""
 b_slagelse,"""Slagelse"""
 c_fyn,"""Fyn"""
 b_odense,"""Odense"""
 b_svendborg,"""Svendborg"""
 b_middelfart,"""Middelfart"""
 c_lolland_falster,"""Lolland-Falster"""
 b_nykobing,"""Nykøbing"""
 b_nakskov,"""Nakskov"""
 d_skane,"1 ""Skåne"""
 c_skane,"""Skåne"""
 b_lund,"""Lund"""
 b_trelleborg,"""Trelleborg"""
 b_tommerup,"""Tommerup"""
 b_goinge,"""Göinge"""
 b_helsingborg,"""Helsingborg"""
 c_halland,"""Halland"""
 b_halmstad,"""Halmstad"""
 b_onsala,"""Onsala"""
 b_laholm,"""Laholm"""
 c_bornholm,"""Bornholm"""
 b_ronne,"""Rønne"""
 c_blekinge,"""Blekinge"""
 b_bregne,"""Bregne"""
 b_ronneby,"""Ronneby"""
 b_lister,"""Lister"""
 b_avaskar,"""Avaskär"""
 d_jylland,"""Jylland"""
 c_aarhus,"""Aarhus"""
 b_aarhus,"""Aarhus"""
 b_jelling,"""Jelling"""
 b_djursland,"""Djursland"""
 c_viborg,"""Viborg"""
 b_viborg,"""Viborg"""
 b_ormstrup,"""Ormstrup"""
 c_ringkobing,"""Ringkøbing"""
 b_ringkobing,"""Ringkøbing"""
 b_holstebro,"""Holstebro"""
 b_ycost,"""Ycost"""
 b_tarm,"""Tarm"""
 c_aalborg,"""Aalborg"""
 b_aalborg,"""Aalborg"""
 b_lindholm,"""Lindholm"""
 b_randros,"""Randrøs"""
 d_slesvig,"""Slesvig"""
 c_slesvig,"""Slesvig"""
 b_hedeby,"""Hedeby"""
 b_aabenraa,"""Abenraa"""
 b_husumbro,"""Husumbro"""
 c_vorbasse,"""Vorbasse"""
 b_vorbasse,"""Vorbasse"""
 b_taulov,"""Taulov"""
 b_kolding,"""Kolding"""
 c_ribe,"""Ribe"""
 b_ribe,"""Ribe"""
 b_varde,"""Varde"""
 b_strand,"""Strand"""
 k_norway,"""Norway"""
 d_viken,"""Viken"""
 c_vingulmork,"""Vingulmork"""
 b_oslosyslar,"""Oslosyslar"""
 b_austfold,"""Austfold"""
 b_borgarsyslar,"""Borgarsyslar"""
 b_romerriki,"""Romerriki"""
 c_raniriki,"""Ránríki"""
 b_bagahus,"""Bagahus"""
 b_ranariki,"""Ranariki"""
 c_vestfold,"""Vestfold"""
 b_tunsberg,"""Tunsborg"""
 b_skiringssal,"""Skiringssal"""
 b_drafn,"""Drafn"""
 b_ringariki,"""Ringariki"""
 c_telemark,"""Telemark"""
 b_telemark,"""Telemark"""
 b_heddall,"""Hedall"""
 b_numedall,"""Numedall"""
 d_agder,"""Agder"""
 c_nedenes,"""Nedenes"""
 b_arendall,"""Arendall"""
 b_raaboigde,"""Råbøigde"""
 b_aarak,"""Årak"""
 c_agdeside,"""Agdeside"""
 b_ottrunes,"""Ottrunes"""
 b_norwegian_lister,"""Lister"""
 b_heiane,"""Heiane"""
 d_vestlandi,"""Vestlond"""
 c_rogalandi,"""Rygjafylki"""
 b_jatharr,"""Jætharr"""
 b_ryfylki,"""Ryfylki"""
 b_haugelandi,"""Haugelond"""
 c_hordalandi,"""Hordafylki"""
 b_bjorgvin,"""Bjørgvin"""
 b_northrihordalandi,"""Northrihordalond"""
 b_sunnhordalandi,"""Sunnhordalond"""
 b_hardanger,"""Hardanger"""
 b_voss,"""Voss"""
 c_sogn,"""Sogn"""
 b_sognfylki,"""Sognfylki"""
 b_stolsheimen,"""Stolsheim"""
 b_bremanger,"""Bremanger"""
 b_dale,"""Dale"""
 b_fjarlandi,"""Fjærland"""
 d_trandalog,"""Trændalog"""
 c_trandheim,"""Trændheim"""
 b_nidaros,"""Nidaros"""
 b_eynafylki,"""Eynafylki"""
 b_verdala,"""Verdæla"""
 b_hitrar,"""Hitrar"""
 c_norwegian_more,"""Møre"""
 b_raumsdali,"""Raumsdali"""
 b_northri_more,"""Northri Møre"""
 b_sunnmore,"""Sunnmøre"""
 c_firdafylki,"""Firdafylki"""
 b_firdafylki,"""Firdafylki"""
 b_jolster,"""Jølster"""
 d_dalir,"""Opplond"""
 c_hedmork,"""Hedmork"""
 b_hedmork,"""Hedmork"""
 b_valdres,"""Valdres"""
 c_gudbrandsdalir,"""Gudbrandsdælir"""
 b_suthri_gudbrandsdali,"""Suthri Gudbrandsdali"""
 b_northri_gudbrandsdali,"""Northri Gudbrandsdali"""
 b_dovre,"""Dovre"""
 b_orkdala,"""Orkdæla"""
 c_eystridalir,"""Eystridælir"""
 b_northri_eystridali,"""Northri Eystridali"""
 b_suthri_eystridali,"""Suthri Eystridali"""
 c_gauldala,"""Gauldæla"""
 b_gauldala,"""Gauldæla"""
 b_stjordala,"""Stjordæla"""
 d_halogaland,"""Hålogaland"""
 c_vastvag,"""Væstvåg"""
 b_vastvagborg,"""Væstvågborg"""
 b_bjarkoy,"""Bjarkøy"""
 b_vagan,"""Vågan"""
 c_bothin,"""Bothin"""
 b_bothin,"""Bothin"""
 b_rodoy,"""Rødøy"""
 b_aarborte,"""Aarborte"""
 b_sandnes,"""Sandnes"""
 c_namdalfylki,"""Namdalfylki"""
 b_utan_namdal,"""Utan Namdal"""
 b_innan_namdal,"""Innan Namdal"""
 b_torgar,"""Torgar"""
 b_grong,"""Grong"""
 d_iceland,"""Iceland"""
 c_vestisland,"""Vestisland"""
 b_reykjavik,"""Reykjavik"""
 b_vestfirdir,"""Vestfirðir"""
 b_stokkseyri,"""Stokkseyri"""
 c_austisland,"""Austisland"""
 b_reydarfjall,"""Reyðarfjall"""
 b_husavik,"""Husavik"""
 d_northern_isles,"""the Northern Isles"""
 c_orkney,"""Orkney"""
 b_kirkwall,"""Kirkwall"""
 c_faereyar,"""Faereyar"""
 b_torshavn,"""Torshavn"""
 c_shetland,"""Shetland"""
 b_scalloway,"""Scalloway"""
 d_jamtland,"""Jämtland"""
 c_jamtfir,"""Jamtfir"""
 b_froso,"""Frøsø"""
 b_graftavallen,"""Gräftåvallen"""
 b_skalstugan,"""Skalstugan"""
 b_ardda,"""Årdda"""
 b_krokar,"""Krokar"""
 c_morarna,"""Morarna"""
 b_morarna,"""Morarna"""
 b_ostavall,"""Oståvall"""
 b_ragunda,"""Ragunda"""
 c_helgum,"""Helgum"""
 b_helgum,"""Helgum"""
 b_indal,"""Indal"""
 b_finnforsar,"""Finnförsar"""
 b_follinge,"""Føllinge"""
 c_harjadalen,"""Hærjadæla"""
 b_tanna,"""Tænnå"""
 b_storsjo,"""Storsjø"""
 b_sveg,"""Sveg"""
 k_finland,"""Finland"""
 d_finland,"""Finland"""
 c_finland,"""Finland"""
 b_turku,"""Turku"""
 b_rikala,"""Rikala"""
 b_rauma,"""Rauma"""
 c_nyland,"""Nyland"""
 b_porvoo,"""Porvoo"""
 b_espoo,"""Espoo"""
 b_raseborg,"""Raasepori"""
 b_vehkalahti,"""Vehkalahti"""
 c_satakunta,"""Satakunta"""
 b_ulvila,"""Ulvila"""
 b_liinmaa,"""Liinmaa"""
 b_telja,"""Teljä"""
 b_pirkkala,"""Pirkkala"""
 c_messukyla,"""Messukylä"""
 b_messukyla,"""Messukylä"""
 b_ruovesi,"""Ruovesi"""
 c_tavasts,"""Tavasts"""
 b_hameenlinna,"""Hämeenlinna"""
 b_somero,"""Somero"""
 b_lahti,"""Lahti"""
 d_savo,"""Savo"""
 c_olavinlinna,"""Olavinlinna"""
 b_olavinlinna,"""Olavinlinna"""
 b_sulkava,"""Sulkava"""
 b_suoparsaari,"""Suoparsaari"""
 b_mikkeli,"""Mikkeli"""
 b_tohmajarvi,"""Tohmajärvi"""
 c_sysma,"""Sysmä"""
 b_sysma,"""Sysmä"""
 b_paijala,"""Päijälä"""
 b_konnevesi,"""Konnevesi"""
 c_pielinen,"""Pielinen"""
 b_pielinen,"""Pielinen"""
 b_keitele,"""Keitele"""
 d_pohjanmaa,"""Pohjanmaa"""
 c_oulu,"""Oulu"""
 b_oulu,"""Oulu"""
 b_liminka,"""Liminka"""
 b_puolanka,"""Puolanka"""
 b_veteli,"""Veteli"""
 c_pedersore,"""Pietarsaari"""
 b_pedersore,"""Pietarsaari"""
 b_vuohijarvi,"""Vuohijärvi"""
 c_mustasaari,"""Mustasaari"""
 b_mustasaari,"""Mustasaari"""
 b_merikarvia,"""Merikarvia"""
 b_levanluhta,"""Levänluhta"""
 c_kainuu,"""Kainuu"""
 b_kajaani,"""Kajaani"""
 b_nuokkijarvi,"""Nuokkijärvi"""
 d_karelia,"""Karelia"""
 c_kakisalmi,"""Kakisalmi"""
 b_kakisalmi,"""Kakisalmi"""
 b_koivisto,"""Koivisto"""
 b_rautu,"""Rautu"""
 c_viipuri,"""Viipuri"""
 b_viipuri,"""Viipuri"""
 b_parikkala,"""Parikkala"""
 b_savitaipale,"""Savitaipale"""
 c_sortavala,"""Sortavala"""
 b_sortavala,"""Sortavala"""
 b_kidila,"""Kidila"""
 b_tovajarvi,"""Tovajärvi"""
 c_salinis,"""Salinis"""
 b_salinis,"""Salinis"""
 b_suojarvi,"""Suojärvi"""
 c_onega,"""Onega"""
 b_onegaborg,"""Äänislinna"""
 b_soutjarvi,"""Soutjärvi"""
 b_aunus,"""Aunus"""
 c_viena,"""Viena"""
 b_kem,"""Kem"""
 b_soma,"""Soma"""
 b_tungut,"""Tungut"""
 b_kuusema,"""Kussema"""
 c_kontupohja,"""Kontupohja"""
 b_kontupohja,"""Kontupohja"""
 b_lizmajarvi,"""Lizmajärvi"""
 b_vatselanjarvi,"""Vatselänjärvi"""
 b_seesjarvi,"""Seesjärvi"""
 k_esthonia,"""Estonia"""
 d_esthonia,"""Estonia"""
 c_reval,"""Reval"""
 b_reval,"""Kalevan"""
 b_harjumaa,"""Harjumaa"""
 b_jarva,"""Järva"""
 c_narva,"""Narva"""
 b_narva,"""Narva"""
 b_wesenburg,"""Wesenburg"""
 c_osel,"""Osel"""
 b_kuressare,"""Kuressaare"""
 b_maasilinna,"""Maasilinna"""
 b_muhu,"""Muhu"""
 b_hiiumaa,"""Hiiumaa"""
 c_wiek,"""Wiek"""
 b_hapsal,"""Haapsalu"""
 b_leal,"""Lihula"""
 d_livonia,"""Livonia"""
 c_vidzeme,"""Vidzeme"""
 b_lemisele,"""Lemisele"""
 b_salacgriva,"""Salacgriva"""
 b_uxkull,"""Ikskila"""
 c_livs,"""Livs"""
 b_parnu,"""Parnu"""
 b_viljandi,"""Viljandi"""
 b_alistegunde,"""Alistegunde"""
 c_dorpat,"1 ""Tartu"""
 b_tartu,"""Tartu"""
 b_poltsamaa,"""Poltsamaa"""
 b_vastseliina,"""Vastseliina"""
 b_valga,"""Valga"""
 e_wendish_empire,"""Wendish Empire"""
 k_moravia,"""Great Moravia"""
 k_winideheim,"""Winideheim"""
 k_poland,"""Poland"""
 d_lesser_poland,"""Lesser Poland"""
 c_krakowska,"""Kraków"""
 b_krakow,"""Kraków"""
 b_olsztyn,"""Olsztyn"""
 b_czestochowa,"""Częstochowa"""
 b_dabrowa_gorn,"""Dąbrowa Górnicza"""
 b_wislica,"""Wiślica"""
 b_jedrzejow,"""Jędrzejów"""
 c_sacz,"""Sącz"""
 b_sacz,"""Sącz"""
 b_pilzno,"""Pilzno"""
 b_nowytarg,"""Nowy Targ"""
 b_bochnia,"""Bochnia"""
 b_wieliczka,"""Wieliczka"""
 c_sandomierska,"""Sandomierz"""
 b_sandomierz,"""Sandomierz"""
 b_opatow,"""Opatów"""
 b_kielce,"""Kielce"""
 b_olesnica_MPL,"""Oleśnica"""
 b_checiny,"""Chęciny"""
 c_stezycka,"""Stężyca"""
 b_stezyca,"""Stężyca"""
 b_lukow,"""Łuków"""
 c_radomska,"""Radom"""
 b_radom,"""Radom"""
 b_opoczno,"""Opoczno"""
 b_ilza,"""Iłża"""
 b_szydlowiec,"""Szydłowiec"""
 c_lubelska,"""Lublin"""
 b_lublin,"""Lublin"""
 b_parczew,"""Parczew"""
 b_goraj,"""Goraj"""
 b_urzedow,"""Urzędów"""
 c_tarnowska,"""Tarnów"""
 b_tarnow,"""Tarnów"""
 b_mielec,"""Mielec"""
 b_baranow,"""Baranów"""
 d_wielkopolska,"""Greater Poland"""
 c_poznanska,"""Poznań"""
 b_poznan,"""Poznań"""
 b_miedzyrzecz,"""Międzyrzecz"""
 b_czarnkow,"""Czarnków"""
 b_wronki,"""Wronki"""
 b_wolsztyn,"""Wolsztyn"""
 c_gnieznienska,"""Gniezno"""
 b_gniezno,"""Gniezno"""
 b_sroda,"""Środa"""
 b_pyzdry,"""Pyzdry"""
 b_konin,"""Konin"""
 c_kaliska,"""Kalisz"""
 b_kalisz,"""Kalisz"""
 b_kozmin,"""Koźmin"""
 b_turek,"""Turek"""
 c_wschowska,"""Wschowa"""
 b_wschowa,"""Wschowa"""
 b_koscian,"""Kościan"""
 b_srem,"""Śrem"""
 c_krajna,"""Krajna"""
 b_naklo,"""Nakło"""
 b_zlotow,"""Złotów"""
 b_znin,"""Żnin"""
 c_lubusz,"""Lubusz"""
 b_lebus,"""Lubusz"""
 b_oderfrankfurt,"""Zliwitz"""
 b_sulecin,"""Sulęcin"""
 b_rzepin,"""Rzepin"""
 d_mazovia,"""Mazovia"""
 c_plocka,"""Płock"""
 b_plock,"""Płock"""
 b_wyszgorod,"""Wyszogród"""
 b_zawkrze,"""Szreńsk"""
 b_ciechanow,"""Ciechanów"""
 c_czerska,"""Czersk"""
 b_czersk,"""Czersk"""
 b_warszawa,"""Warszawa"""
 b_liw,"""Liw"""
 b_brodno,"""Bródno"""
 b_garwolin,"""Garwolin"""
 c_gostyninska,"""Gostynin"""
 b_gostynin,"""Gostynin"""
 b_rawa,"""Rawa"""
 b_sochaczew,"""Sochaczew"""
 b_lowicz,"""Łowicz"""
 c_lomzynska,"""Łomża"""
 b_lomza,"""Łomża"""
 b_wizna,"""Wizna"""
 b_kolno,"""Kolno"""
 c_zakroczymska,"""Zakroczym"""
 b_zakroczym,"""Zakroczym"""
 b_nur,"""Nur"""
 b_wyszkow,"""Wyszków"""
 b_rozan,"""Różan"""
 d_upper_silesia,"""Upper Silesia"""
 c_opole,"""Opole"""
 b_opole,"""Opole"""
 b_kreuzburg,"""Kreuzburg"""
 b_strehlitz,"""Strehlitz"""
 c_brzeg,"""Brzeg"""
 b_brzeg,"""Brzeg"""
 b_olawa,"""Olawa"""
 b_otmunchow,"1 ""Otmuchów"""
 c_nysa,"""Nysa"""
 b_nysa,"""Nysa"""
 b_glogowek,"1 ""Glogówek"""
 b_frankenstein,"""Frankenstein"""
 c_cieszyn,"""Cieszyn"""
 b_cieszyn,"""Cieszyn"""
 b_bielsko,"""Bielsko"""
 c_ratibor,"""Ratibor"""
 b_ratibor,"""Ratiboř"""
 b_rybnik,"""Rybnik"""
 c_bethen,"""Bethen"""
 b_bethen,"""Bethen"""
 b_lubliniec,"""Lubliniec"""
 d_lower_silesia,"""Lower Silesia"""
 c_breslau,"""Breslau"""
 b_breslau,"""Breslau"""
 b_bardo,"""Bardo"""
 c_miliez,"1 ""Milicz"""
 b_miliez,"1 ""Milicz"""
 b_olesnica,"""Oleśnica"""
 c_schweibus,"""Schweibus"""
 b_schweibus,"""Schweibus"""
 b_siedlischo,"1 ""Siedlisko"""
 b_bytom,"""Bytom"""
 c_grunberg,"""Grunberg"""
 b_grunberg,"""Grunberg"""
 b_gubin,"""Gubin"""
 b_crossen,"1 ""Krosno"""
 c_sprottau,"""Sprottau"""
 b_sprottau,"""Sprottau"""
 b_zagan,"1 ""Żagań"""
 b_nowogrodziec,"""Nowogrodziec"""
 c_przemkow,"1 ""Przemków"""
 b_przemkow,"1 ""Przemków"""
 b_wlen,"1 ""Wleń"""
 b_swiny,"1 ""Świny"""
 c_legnica,"""Legnica"""
 b_legnica,"""Legnica"""
 b_glogow,"1 ""Głogów"""
 b_sadowel,"1 ""Sądowel"""
 d_kuyavia,"""Kuyavia"""
 c_kujawy,"""Kujawy"""
 b_kruszwica,"""Kruszwica"""
 b_wloclawek,"""Włocławek"""
 b_inowroclaw,"""Inowrocław"""
 b_bydgoszcz,"""Bydgoszcz"""
 c_dobrzynska,"""Dobrzyń"""
 b_dobrzyn,"""Dobrzyń"""
 b_michalowo,"""Michałowo"""
 c_leczycka,"""Łęczyca"""
 b_leczyca,"""Łęczyca"""
 b_lodz,"""Łódź"""
 b_klodawa,"""Kłodawa"""
 c_sieradzka,"""Sieradz"""
 b_sieradz,"""Sieradz"""
 b_piotrkow,"""Piotrków"""
 b_przedborz,"""Przedbórz"""
 b_radomsko,"""Radomsko"""
 b_uniejow,"""Unijów"""
 c_wielunska,"""Wieluń"""
 b_wielun,"""Wieluń"""
 b_grabow,"""Grabów"""
 k_pomerania,"""Pomerania"""
 d_pommerania,"1 ""Pomerania"""
 c_stettin,"1 ""Szczecin"""
 b_szczecin,"""Szczecin"""
 b_ucramund,"1 ""Wkra"""
 b_gryfino,"1 ""Pyrzyce"""
 c_kolobrzeg,"1 ""Wolin"""
 b_swinoujscie,"1 ""Wolin"""
 b_kolobrzeg,"1 ""Kamień"""
 b_stargad,"1 ""Goleniów"""
 b_lobez,"1 ""Nowogard"""
 c_soldin,"1 ""Cedynia"""
 b_soldin,"1 ""Cedynia"""
 b_kostschin,"1 ""Kostrzyn"""
 c_cammin,"1 ""Kołobrzeg"""
 b_cammin,"1 ""Kołobrzeg"""
 b_dramberg,"1 ""Czaplinek"""
 b_belgard,"1 ""Białogard"""
 c_pila,"1 ""Wałcz"""
 b_walcz,"1 ""Wałcz"""
 b_pila,"1 ""Piła"""
 b_szczecinek,"""Szczecinek"""
 c_landsberg,"1 ""Santok"""
 b_landsberg,"1 ""Santok"""
 b_driesen,"1 ""Wieleń"""
 b_arnswalde,"1 ""Stargard"""
 b_kreuz,"1 ""Choszczno"""
 d_nordmark,"""Nordmark"""
 c_mecklenburg,"""Mecklenburg"""
 b_wismar,"""Wismar"""
 b_ratzeburg,"""Ratzeburg"""
 b_schwerin,"""Schwerin"""
 b_parchim,"""Parchim"""
 c_wolgast,"""Wolgast"""
 b_wolgast,"""Wolgast"""
 b_griefswald,"""Griefswald"""
 c_rugen,"""Rügen"""
 b_rugen,"""Rügen"""
 b_stralsund,"""Stralsund"""
 c_rostock,"""Rostock"""
 b_rostock,"""Rostock"""
 b_gustrow,"""Güstrow"""
 c_werle,"""Werle"""
 b_werle,"""Werle"""
 b_neubrandenburg,"""Neubrandenburg"""
 b_neustrelitz,"""Neustrelitz"""
 d_pomerelia,"""Pomerelia"""
 c_danzig,"1 ""Gdańsk"""
 b_gdansk,"""Gdańsk"""
 b_sopot,"""Sopot"""
 b_wladyslawowo,"1 ""Puck"""
 b_trsow,"1 ""Tczew"""
 c_slupsk,"1 ""Słupsk"""
 b_slupsk,"1 ""Słupsk"""
 b_koszalin,"""Koszalin"""
 b_lebno,"1 ""Lębork"""
 b_bytow,"1 ""Bytów"""
 c_miastko,"1 ""Szczytno"""
 b_hammerstein,"1 ""Szczytno"""
 b_miastko,"""Miastko"""
 c_berent,"1 ""Świecie"""
 b_schwetz,"1 ""Świecie"""
 b_berent,"1 ""Kościerzyna"""
 b_tuchowna,"1 ""Starogard"""
 b_konitz,"1 ""Chojnice"""
 d_ostmark,"""Ostmark"""
 c_brandenburg,"""Brandenburg"""
 b_brandenburg,"""Brandenburg"""
 b_potsdam,"""Potsdam"""
 b_lehnin,"""Lehnin"""
 b_tangermunde,"""Tängermunde"""
 c_ruppin,"""Ruppin"""
 b_ruppin,"""Ruppin"""
 b_lindow,"""Lindow"""
 b_nowen,"""Nowen"""
 c_berlin,"""Berlin"""
 b_berlin,"""Berlin"""
 b_botzow,"""Botzow"""
 b_rosenfelde,"""Rosenfelde"""
 c_havelberg,"""Havelberg"""
 b_havelberg,"""Havelberg"""
 b_klenow,"""Klenow"""
 c_prenzlau,"""Prenzlau"""
 b_prenzlau,"""Prenzlau"""
 b_templin,"""Templin"""
 b_schwedt,"""Schwedt"""
 b_eberswalde,"""Eberswalde"""
 k_lithuania,"""Lithuania"""
 d_lithuanians,"""Lithuania"""
 c_kernave,"""Kernave"""
 b_kernave,"""Kernave"""
 b_vilnius,"""Vilnius"""
 b_vilkmerge,"""Viklmerge"""
 b_kreva,"""Kreva"""
 c_trakai,"""Trakai"""
 b_trakai,"""Trakai"""
 b_kaunas,"""Kaunas"""
 b_merkine,"""Merkine"""
 b_aliten,"""Aliten"""
 b_valkininkai,"""Valkininkai"""
 c_yatvyagi,"""Yatvyagi"""
 b_panemune,"""Panemüne"""
 b_vilkaviskis,"""Vilkaviskis"""
 b_suvalkai,"""Suvalkai"""
 b_sejny,"""Sejny"""
 c_braslau,"""Braslau"""
 b_braslau,"""Braslau"""
 b_utena,"""Utena"""
 d_prussia,"""Prussia"""
 c_malbork,"1 ""Pomesania"""
 b_elblag,"1 ""Truso"""
 b_marienburg,"1 ""Malbork"""
 b_graudenz,"1 ""Kwedis"""
 b_wislana,"1 ""Weiksla"""
 c_wormditt,"1 ""Warmia"""
 b_wormditt,"1 ""Wormedeten"""
 b_mohrungen,"1 ""Maurin"""
 b_braunsberg,"1 ""Brus"""
 c_natangia,"""Natangia"""
 b_laukitten,"1 ""Pokarwis"""
 b_paterswalde,"1 ""Tapiau"""
 b_ostlandsberg,"1 ""Velowe"""
 c_konigsberg,"""Sambia"""
 b_konigsberg,"1 ""Twangste"""
 b_labiau,"1 ""Kaup"""
 c_bartenstein,"1 ""Bartia"""
 b_lautenburg,"1 ""Lecbarg"""
 b_bartenstein,"1 ""Lyna"""
 b_insterburg,"1 ""Isrutis"""
 b_rastenburg,"1 ""Aestia"""
 d_masuria,"""Masuria"""
 c_torun,"1 ""Chełmno"""
 b_kulm,"1 ""Chełmno"""
 b_torun,"""Toruń"""
 b_briesen,"1 ""Wąbrzeźno"""
 c_osterode,"1 ""Sasna"""
 b_eylau,"1 ""Ylavia"""
 b_brodnica,"1 ""Lubavia"""
 b_osterode,"1 ""Drweca"""
 c_allenstein,"1 ""Galindia"""
 b_allenstein,"1 ""Alnasteini"""
 b_ortelsburg,"1 ""Sctino"""
 b_niedenburg,"1 ""Nidzia"""
 c_angerburg,"1 ""Sudovian"""
 b_lotzen,"1 ""Rins"""
 b_lyck,"1 ""Luks"""
 b_angerburg,"1 ""Anger"""
 d_courland,"""Courland"""
 c_zemigalians,"""Zemigalians"""
 b_riga,"""Riga"""
 b_mitau,"""Mitau"""
 b_bauska,"""Bauska"""
 b_dobele,"""Dobele"""
 b_neuenburg,"""Neuenburg"""
 c_vanemane,"""Vanemane"""
 b_piltene,"""Piltene"""
 b_dundaga,"""Dundaga"""
 b_kandava,"""Kandava"""
 c_grobin,"""Grobin"""
 b_grobin,"""Grobin"""
 b_bandava,"""Bandava"""
 b_duvzare,"""Duvzare"""
 b_ceklis,"""Ceklis"""
 c_selpils,"""Selpils"""
 b_selpils,"""Selpils"""
 b_oknist,"""Oknist"""
 d_latgalians,"""Latigalians"""
 c_talava,"""Talava"""
 b_valmiera,"""Valmiera"""
 b_venden,"""Venden"""
 b_rauna,"""Rauna"""
 c_kokenois,"""Kokenois"""
 b_kokenois,"""Kokenois"""
 b_cesvaine,"""Cesvaine"""
 b_lennewarden,"""Lennewarden"""
 c_jersika,"""Jersika"""
 b_jersika,"""Jersika"""
 b_jekabpils,"""Jekabpils"""
 b_daugavpils,"""Daugavpils"""
 b_rezekne,"""Rezekne"""
 c_aluksne,"""Aluksne"""
 b_aluksne,"""Aluksne"""
 b_gulbene,"""Gulbene"""
 d_samogitia,"""Samogitia"""
 c_raseiniai,"""Raseiniai"""
 b_raseiniai,"""Raseiniai"""
 b_jurbarkas,"""Jurbarkas"""
 b_veliuona,"""Veliuona"""
 b_kedainiai,"""Kedainiai"""
 c_scalovia,"""Scalovia"""
 b_ragnit,"""Ragnit"""
 b_tilsit,"""Tilsit"""
 c_memel,"""Memel"""
 b_memel,"""Memel"""
 b_taurage,"""Taurage"""
